Exercise_Name,BodyPart,Target_Muscle,Equipment,Level,Goal,Image_URL,Instructions
Push Up Var-674,chest,pecs,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 674. Ensure proper form and controlled breathing.
Lunges Var-675,legs,glutes,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 675. Ensure proper form and controlled breathing.
Plank Var-676,abs,core,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 676. Ensure proper form and controlled breathing.
Deadlift Var-677,back,hamstrings,barbell,Intermediate,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 677. Ensure proper form and controlled breathing.
Pull Up Var-678,back,lats,body weight,Beginner,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 678. Ensure proper form and controlled breathing.
Push Up Var-679,chest,pecs,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 679. Ensure proper form and controlled breathing.
Plank Var-680,abs,core,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 680. Ensure proper form and controlled breathing.
Pull Up Var-681,back,lats,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Pull Up variation number 681. Ensure proper form and controlled breathing.
Bicep Curl Var-682,arms,biceps,dumbbell,Intermediate,Fitness,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 682. Ensure proper form and controlled breathing.
Push Up Var-683,chest,pecs,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 683. Ensure proper form and controlled breathing.
Burpees Var-684,full body,cardio,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 684. Ensure proper form and controlled breathing.
Shoulder Press Var-685,shoulders,delts,dumbbell,Beginner,Muscle Gain,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 685. Ensure proper form and controlled breathing.
Deadlift Var-686,back,hamstrings,barbell,Intermediate,Fitness,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 686. Ensure proper form and controlled breathing.
Mountain Climbers Var-687,abs,core,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 687. Ensure proper form and controlled breathing.
Deadlift Var-688,back,hamstrings,barbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 688. Ensure proper form and controlled breathing.
Shoulder Press Var-689,shoulders,delts,dumbbell,Advanced,Muscle Gain,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 689. Ensure proper form and controlled breathing.
Bicep Curl Var-690,arms,biceps,dumbbell,Advanced,Weight Loss,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 690. Ensure proper form and controlled breathing.
Bicep Curl Var-691,arms,biceps,dumbbell,Advanced,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 691. Ensure proper form and controlled breathing.
Mountain Climbers Var-692,abs,core,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 692. Ensure proper form and controlled breathing.
Push Up Var-693,chest,pecs,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 693. Ensure proper form and controlled breathing.
Push Up Var-694,chest,pecs,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 694. Ensure proper form and controlled breathing.
Plank Var-695,abs,core,body weight,Intermediate,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 695. Ensure proper form and controlled breathing.
Burpees Var-696,full body,cardio,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 696. Ensure proper form and controlled breathing.
Mountain Climbers Var-697,abs,core,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 697. Ensure proper form and controlled breathing.
Plank Var-698,abs,core,body weight,Beginner,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 698. Ensure proper form and controlled breathing.
Bicep Curl Var-699,arms,biceps,dumbbell,Intermediate,Fitness,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 699. Ensure proper form and controlled breathing.
Push Up Var-700,chest,pecs,body weight,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 700. Ensure proper form and controlled breathing.
Plank Var-701,abs,core,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 701. Ensure proper form and controlled breathing.
Burpees Var-702,full body,cardio,body weight,Intermediate,Fitness,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 702. Ensure proper form and controlled breathing.
Deadlift Var-703,back,hamstrings,barbell,Beginner,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 703. Ensure proper form and controlled breathing.
Burpees Var-704,full body,cardio,body weight,Beginner,Weight Loss,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 704. Ensure proper form and controlled breathing.
Squat Var-705,legs,quads,barbell,Advanced,Fitness,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 705. Ensure proper form and controlled breathing.
Shoulder Press Var-706,shoulders,delts,dumbbell,Advanced,Fitness,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 706. Ensure proper form and controlled breathing.
Mountain Climbers Var-707,abs,core,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 707. Ensure proper form and controlled breathing.
Push Up Var-708,chest,pecs,body weight,Beginner,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 708. Ensure proper form and controlled breathing.
Deadlift Var-709,back,hamstrings,barbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 709. Ensure proper form and controlled breathing.
Push Up Var-710,chest,pecs,body weight,Beginner,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 710. Ensure proper form and controlled breathing.
Mountain Climbers Var-711,abs,core,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 711. Ensure proper form and controlled breathing.
Burpees Var-712,full body,cardio,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 712. Ensure proper form and controlled breathing.
Bicep Curl Var-713,arms,biceps,dumbbell,Advanced,Muscle Gain,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 713. Ensure proper form and controlled breathing.
Squat Var-714,legs,quads,barbell,Intermediate,Muscle Gain,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 714. Ensure proper form and controlled breathing.
Deadlift Var-715,back,hamstrings,barbell,Advanced,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 715. Ensure proper form and controlled breathing.
Burpees Var-716,full body,cardio,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 716. Ensure proper form and controlled breathing.
Squat Var-717,legs,quads,barbell,Intermediate,Weight Loss,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Squat variation number 717. Ensure proper form and controlled breathing.
Push Up Var-718,chest,pecs,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 718. Ensure proper form and controlled breathing.
Push Up Var-719,chest,pecs,body weight,Intermediate,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 719. Ensure proper form and controlled breathing.
Burpees Var-720,full body,cardio,body weight,Advanced,Muscle Gain,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 720. Ensure proper form and controlled breathing.
Burpees Var-721,full body,cardio,body weight,Intermediate,Weight Loss,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 721. Ensure proper form and controlled breathing.
Plank Var-722,abs,core,body weight,Intermediate,Fitness,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 722. Ensure proper form and controlled breathing.
Deadlift Var-723,back,hamstrings,barbell,Intermediate,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 723. Ensure proper form and controlled breathing.
Shoulder Press Var-724,shoulders,delts,dumbbell,Beginner,Muscle Gain,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 724. Ensure proper form and controlled breathing.
Bicep Curl Var-725,arms,biceps,dumbbell,Beginner,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 725. Ensure proper form and controlled breathing.
Plank Var-726,abs,core,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Plank variation number 726. Ensure proper form and controlled breathing.
Burpees Var-727,full body,cardio,body weight,Beginner,Weight Loss,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 727. Ensure proper form and controlled breathing.
Shoulder Press Var-728,shoulders,delts,dumbbell,Intermediate,Body Building,https://images.unsplash.com/photo-1541534741688-6078c64b52d2?auto=format&fit=crop&q=80&w=600,Perform Shoulder Press variation number 728. Ensure proper form and controlled breathing.
Bicep Curl Var-729,arms,biceps,dumbbell,Advanced,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 729. Ensure proper form and controlled breathing.
Lunges Var-730,legs,glutes,body weight,Advanced,Fitness,https://images.unsplash.com/photo-1574680096145-d05b474e2158?auto=format&fit=crop&q=80&w=600,Perform Lunges variation number 730. Ensure proper form and controlled breathing.
Push Up Var-731,chest,pecs,body weight,Advanced,Weight Loss,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Push Up variation number 731. Ensure proper form and controlled breathing.
Bicep Curl Var-732,arms,biceps,dumbbell,Advanced,Body Building,https://images.unsplash.com/photo-1581009146145-b5ef050c2e1e?auto=format&fit=crop&q=80&w=600,Perform Bicep Curl variation number 732. Ensure proper form and controlled breathing.
Deadlift Var-733,back,hamstrings,barbell,Intermediate,Body Building,https://images.unsplash.com/photo-1605296867304-46d5465a13f1?auto=format&fit=crop&q=80&w=600,Perform Deadlift variation number 733. Ensure proper form and controlled breathing.
Mountain Climbers Var-734,abs,core,body weight,Beginner,Muscle Gain,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?auto=format&fit=crop&q=80&w=600,Perform Mountain Climbers variation number 734. Ensure proper form and controlled breathing.
Burpees Var-735,full body,cardio,body weight,Beginner,Body Building,https://images.unsplash.com/photo-1599058917212-d750089bc07e?auto=format&fit=crop&q=80&w=600,Perform Burpees variation number 735. Ensure proper form and controlled breathing.
